hsk3.0	traditional	simplified	pinyin	translation
2	旅行	旅行	lǔxíng	travel, journey, tour
2	旅遊	旅游	lǚ yoú	trip, journey, tourism, travel, tour, to travel
2	綠	绿	lù	green
2	綠色	绿色	lùsè	verdure, green, greenness, green color, verdancy, bice, virescence, vert, pistachio, viridity
2	賣	卖	mài	bring, parade, prostitute, make living at, go, sell out, show off, negotiate, exert to the utmost, tout, not spare, deal, betray, make living by, at, sell, make living by/at, betrayal, trade, fetch, market, bring in
2	滿	满	mǎn	det.: entirely, wholly
2	滿意	满意	mǎnyì	satisfy, well-pleasing, pleased, satisfied
2	貓	猫	māo	pussycat, puss, malkin, cat, kitty, tabby, felid, feline, true cat, pussy
2	米	米	mǐ	rice, shelled/husked seed
2	面	面	miàn	m.[general]
2	面前	面前	miànqián	in_front, in front of, in the front of, in the face of, front, presence, before
2	名	名	míng	m.[general]
2	名稱	名称	míngchēng	title, denotation, compellation, appellative, designation, name, denomination, calling, rubric, appellation
2	名單	名单	míngdān	checklist, register, registry, list, roll, listing, roster, name list
2	明星	明星	míngxīng	headliner, lucida, (movie/etc.) star, impersonator, (movie, famous performer, stardom, Venus, star, etc.) star, movie_star
2	目的	目的	mùdì	view, pretence, objective, goal, purport, intention, bourn, object, motive, motivation, meaning, aim, end point, hent, target, scope, sense of purpose, errand, purposefulness, sake, function, end, purpose, quaesitum, intent
2	拿出	拿出	náchū	ante, produce, take_out, get out, pose, take out, bring forth, take away, bring out
2	拿到	拿到	nádào	take, get_hold_of, get
2	那	那	nà	det.: that
2	那會兒	那会儿	nàhuìér	Then
2	那麼	那么	nàmo	so
2	那時候	那时候	nà shí hou	at that time
2	那樣	那样	nàyàng	that kind of, like that
2	南方	南方	nánfāng	S, due south, the southern part of the country, South, south, southern part of country, the South, southern
2	難過	难过	nánguò	uncomfortable, feel bad, feel sorry, have hard time, bad, sad, have a hard time, be grieved, sorry
2	難看	难看	nán kàn	ugly, unsightly
2	難受	难受	nán shoù	to feel unwell, to suffer pain, to be difficult to bear
2	難題	难题	nántí	problem, Gordian knot, grief, sticker, question, enigma, difficult problem, puzzler, spinosity, stickler, a hard nut to crack, puzzle, toughie, poser, difficulty, crux, nut, challenge, tickler, conundrum, knot, hump, knottiness, stinker, puzzlement, teaser, stumper, twister
2	難聽	难听	nán tīng	unpleasant to hear, coarse, vulgar, offensive, shameful
2	能夠	能够	nénggòu	can, able, would, may
2	年級	年级	nián jí	grade, year (in school, college etc), CL:個|个[ge4]
2	年輕	年轻	niánqīng	junior, young
2	鳥	鸟	niǎo	beak, caprimulgiform bird, jay, carinate bird, birdie, bird, carinate, chaffinch, flying bird, fowl
2	弄	弄	nòng	play with, make, do, handle, engage in, obtain, get, fetch, play tricks
2	努力	努力	nǔlì	make great effort, try hard
2	爬	爬	pá	swarm, creep, shin, grabble, crawl, climb, go up, trail, climb up, mount, clamber, scramble
2	爬山	爬山	páshān	mountaineer, climb mountain, climb
2	怕	怕	pà	I'm afraid, dread, funk, I suppose, be afraid of, fear
2	排	排	pái	stand in line, arrange, put in order, sequence
2	排隊	排队	páiduì	stand in line, queue
2	排球	排球	páiqiú	volleyball
2	碰	碰	pèng	explore, stub, paw, encounter, knock against, partake, run into, take one's chance, knock, disturb, touch, meet, bump
2	碰到	碰到	pèngdào	come across, run_into, encounter, come_across, run into, touch, run_across, meet
2	碰見	碰见	pèng jiàn	to run into, to meet (unexpectedly), to bump into
2	篇	篇	piān	m.[general]
2	便宜	便宜	piányí	cheap
2	片	片	piàn	m.[general]
2	漂亮	漂亮	piàoliàng	posh, handsome, brilliant, remarkable, splendid, beautiful, smart
2	平	平	píng	flat, level, even, ordinary, common, uniform, safe and sound, peaceful, calm, fair, just, objective
2	平安	平安	píngān	safe and sound, quiet and stable
2	平常	平常	píngcháng	ordinary, common
2	平等	平等	píngděng	equal
2	平時	平时	píng shí	ordinarily, in normal times, in peacetime
2	瓶	瓶	píng	cruse, flask, vase, bottle, ninepin, jug, jar, pot, ampulla, m.[container],
2	瓶子	瓶子	píng zi	bottle, CL:個|个[ge4]
2	普通	普通	pǔtōng	ordinary, common, average
2	普通話	普通话	pǔ tōng huà	Mandarin (common language), Putonghua (common speech of the Chinese language), ordinary speech
2	其他	其他	qítā	det.: others, the rest, other, else
2	其中	其中	qízhōng	among, of them, in it, among them, which, them, det.: it, in, in which
2	騎	骑	qí	ride/sit astride, ride astride, override, get_onto, sit on the back of, sit, stride, ride_on, ride, mount, pedal, sit astride, bestraddle
2	騎車	骑车	qí chē	to cycle
2	起飛	起飞	qǐfēi	take off (of planes/etc.)
2	氣	气	qì	air, gas, smell, atmosphere, spirit
2	氣溫	气温	qìwēn	atmospheric temperature, mercury, temperature, air temperature
2	千	千	qiān	det.: thousand
2	千克	千克	qiān kè	kilogram
2	前年	前年	qián nián	the year before last
2	牆	墙	qiáng	wall
2	青年	青年	qīngnián	young people, adolescent, youngster, springal, boy, youth, youths, stripling, young, hobbledehoy, younker
2	青少年	青少年	qīngshàonián	adolescent, stilyaga, teens, young person, teenager, teenagers, young people and teenagers, youths, youth, stripling, hobbledehoy, youngsters, younker
2	輕	轻	qīng	light, agile, alert, easy, simple, rash, reckless, unimportant, frivolous, slight, neglect
2	清楚	清楚	qīngchǔ	clear
2	晴	晴	qíng	clear, fine (weather)
2	晴天	晴天	qíng tiān	clear sky, sunny day
2	請客	请客	qǐng kè	to give a dinner party, to entertain guests, to invite to dinner
2	請求	请求	qǐngqiú	ask, request, entreat
2	秋天	秋天	qiū tiān	autumn, CL:個|个[ge4]
2	求	求	qiú	seek, try, strive for
2	球場	球场	qiúchǎng	playing_field, gridiron, court, ball field, field, pitch, course, park, ballpark
2	球隊	球队	qiúduì	side, team, ball game team
2	球鞋	球鞋	qiú xié	athletic shoes
2	取	取	qǔ	have, withdraw, choose, assume, take away, adopt, assumption, select, draw_out, withdrawal, obtain, remove, take, fetch, get, aim at, pick_up, sponge, adoption
2	取得	取得	qǔdé	gain, acquire, obtain
2	全	全	quán	det.: all, Surname, whole, Quan
2	全部	全部	quánbù	lot, aggregate, all, gross, entirety, allness, shebang, caboodle, complete, bunch, sum, total, gamut, entire, det.: all, totality, whole, everything
2	全國	全国	quán guó	whole nation, nationwide, countrywide, national
2	全家	全家	quán jiā	whole family
2	全年	全年	quán nián	the whole year, all year long
2	全身	全身	quánshēn	mutton, the whole body, em, whole body, mut
2	全體	全体	quántǐ	great, entirety, general, ensemble, altogether, collectivity, entire, totality, whole body, whole, all, pie, crew, be-all, plenary assembly, en_bloc, wholeness, gamut
2	然後	然后	ránhòu	therewith, and so, and_then, and then, thereupon, after that, so, then, with that
2	讓	让	ràng	allow, induce sb. to do sth.
2	熱情	热情	rèqíng	enthusiastic
2	人口	人口	rénkǒu	population
2	人們	人们	rénmen	workforce, hands, work force, folk, people, they, the people, men, manpower, common people
2	人數	人数	rénshù	number of people
2	認為	认为	rènwéi	find, treat, deem, suppose, look_on, repute, discount, esteem, accredit, feel, account, calculate, estimate, take to be, reckon, expect, think, hold, trust, recognise, opine, sound off, adjudge, consideration, consider, regard as, look upon, believe_in, disbelieve, allow, conceive, regard, call, imagine, view, forecast, believe, suspect, rate, animadvert, look on, listen, speak up, figure, c
2	日報	日报	rì bào	daily newspaper
2	日子	日子	rìzi	yom, day, a particular day, livelihood, life, date, days, time
2	如果	如果	rúguǒ	conj.: if
2	入口	入口	rùkǒu	adit, window, gateway, propylaeum, entranceway, "in" door, entree, entrance, portal, in door, threshold, inlet, approach, door, entry, entering, access, entryway, intake, ingress
2	商量	商量	shāngliáng	talk, consult, arrange, confer, talk over, discussion, advise, discuss, concert
2	商人	商人	shāngrén	merchandiser, trader, businessman, merchant, monger, trafficker, chapman, dealer, cit, merchantman, tradespeople, merchantry, bargainer, man of affairs
2	上周	上周	shàng zhoū	last week
2	少數	少数	shǎoshù	det.: a few
2	少年	少年	shàonián	nipper, covey, early youth (10-16), juvenility, adolescent, youngster, teens, gossoon, boy, boy or girl of early youth, spalpeen, juvenile, callan, callant, shaver, lad, laddie, juvenile person, teenager, stripling, young boy, early youth, younker
2	身邊	身边	shēnbiān	nearby, side, at hand
2	甚麼樣	什么样	shén me yàng	what kind?, what sort?, what appearance?
2	生	生	shēng	give birth to, bear, grow, get, have, cause to happen, make (a fire), exist, live
2	生詞	生词	shēng cí	new word (in textbook), word that is unfamiliar or not yet studied, CL:組|组[zu3],個|个[ge4]
2	生活	生活	shēnghuó	life, existence, livelihood
2	聲音	声音	shēngyīn	voice, vocal, language, huskiness, vox, vocalization, audio, noise, sonic, tone, sound, phone, audio frequency
2	省	省	shěng, xǐng	to save, to economize, to do without, to omit, to leave out, province, CL:個|个[ge4], to inspect, to examine, to be aware, to pay a visit (to one's parents or elders)
2	十分	十分	shífēn	very, fully, utterly, extremely
2	實際	实际	shíjì	practical, literal
2	實習	实习	shíxí	practice, do fieldwork
2	實現	实现	shíxiàn	realize, achieve, bring about
2	實在	实在	shízài	indeed, really, honestly, in fact, as a matter of fact
2	食物	食物	shíwù	scran, board, ingesta, sustentation, provender, viand, chow, aliment, pabulum, edibles, prog, nurture, cheer, eatable, edible, alimentary, eatables, chowchow, nutrient, diet, bread, trencher, sustenance, nutriment, nosh, nutrition, victuals, cib., vivers, eating, toke, meat, cib, grub, peck, viands, comestible, nourishment, fare, victual, food, commons, fodder, scoff, victualage, muckamuck, ta
2	使用	使用	shǐyòng	use, employ, apply
2	市	市	shì	market, city, CL:個|个[ge4]
2	市長	市长	shìzhǎng	alcalde, city manager, mayor, portreeve, mayoral, civic leader, provost, civil leader, burgomaster
2	事情	事情	shìqíng	proposition, pie, shebang, thing, affair, occasions, undertaking, concern, question, business, schmear, matter
2	收	收	shōu	receive, accept, take in/back, gather in, conclude, stop
2	收到	收到	shōudào	hear, find, achievement, receive, receipt, obtain, achieve, incur, get, come_to
2	收入	收入	shōurù	earning, incoming, gainings, finance, ingathering, proceed, receipts, income, coming-in, taking, pocket, earnings, fruit, revenue, proceeds, living
2	手錶	手表	shǒubiǎo	wristwatch
2	受到	受到	shòudào	experience, receive, come in for, suffer, undergo, come_in_for, be given, come_to, be subjected to
2	舒服	舒服	shūfú	comfortable
2	熟	熟	shú	ripe, cooked, done, deep (sleep, thoughts, etc.)
2	數	数	shù	det.: several
2	數字	数字	shùzì	numeral, numerical, digit, amount, number, numeric, figure, digital, quantity
2	水平	水平	shuǐpíng	level, horizontal, grade, degree, standard, horizontality
2	順利	顺利	shùnlì	smooth, successful, without a hitch
2	說明	说明	shuōmíng	explain, illustrate, show
2	司機	司机	sījī	driver
2	送到	送到	sòngdào	Deliver
2	送給	送给	sònggěi	present to, to give as a present, send to, give, send/present to, to present
2	算	算	suàn	consider, regard/count as
2	雖然	虽然	suīrán	conj.: though, although
2	隨便	随便	suíbiàn	informal, willful, do as one pleases, wanton, casual, random, careless
2	隨時	随时	suíshí	whenever, whene'er, always, readily, whenever necessary, at all times, as occasion demands, at any time
2	所以	所以	suǒyǐ	conj.: so, therefore, as a result
2	所有	所有	suǒyǒu	det.: all
2	它	它	tā	they (neologism for {1ta1}[3] [4]), [4]), ), this, that, it
2	它們	它们	tāmen	they, they (non-human)
2	太太	太太	tàitài	lady, memsahib, Dona, dona, Mrs, mum, Senora, senora, Mrs., mistress of a household, madam, Frau, goodwife, missus, senhora, married woman, wife, vrouw, Madame, madame, missis, wahine, Signora, signora
2	太陽	太阳	tàiyáng	Apollo, luminary, daystar, digit, sunlight, solar, sunshine, Phoebus, lamp, sun, Sol, fireball
2	態度	态度	tàidù	stance, treatment, demeanor, dealing, deportment, pose, behavior, manner, demeanour, way, bearing, attitude, air, behaviour, front, mien, conduct, mental attitude, approach, posture, address, position, bedside_manner, movement, gesture, comportment, presence, sort
2	討論	讨论	tǎolùn	to discuss, to take something up with someone, to talk about
2	套	套	tào	m.[general]
2	特別	特别	tèbié	unusual, specially
2	特點	特点	tèdiǎn	distinctive feature, trait, point, flavor, singularity, flavour, distinction, characteristic, excellence, speciality, specialty, idiosyncrasy, salience, distinctiveness, specialness, feature, spot, peculiarity
2	疼	疼	téng	(it) hurts, sore, to love dearly
2	提	提	tí	mention, refer to, promote, bring up
2	提出	提出	tíchū	put forward, pose, raise
2	提到	提到	tídào	mention, refer to
2	提高	提高	tígāo	raise, heighten, enhance, increase, improve
2	題	题	tí	m.[general]
2	體育	体育	tǐyū	training, physical education, athletics, sports, gymnastic, physical_education, physical training, physical culture, physical education/training, gym
2	體育場	体育场	tǐ yù chǎng	stadium, CL:個|个[ge4],座[zuo4]
2	體育館	体育馆	tǐyūguǎn	stadium, coliseum, gym, turnhall, palestra, gymnasium
2	天上	天上	tiān shàng	celestial, heavenly
2	條	条	tiáo	bar, item, short note, a long narrow piece, streak, clause, stripe, sth. long and narrow, filet, m.[general], , article, strip, assize, twig, ingot, slip
